**COMMON**,,
60010,Column value does not match,Value in the dictionary column and in the data of request you send does not match. Please check value in the dictionary.
60011,Empty custom value not allowed,Custom value cannot be empty for dictionary field. Please choose and send value from the dictionary or send your custom value.
60012,Column UUID is not set,"Dictionary field on the template doesn't have column UUID of the dictionary. Please update template and clarify column UUID for dictionary field or remove dictionary field"
60013,Dictionary UUID is not set,"Dictionary field on the template doesn't have dictionary UUID. Please update template and clarify dictionary UUID for dictionary field or remove dictionary field"
60014,Dictionary must be locked for processing,Dictionary is locked for the updating. It cannot be updated at this time. Dictionary updating can take some time.
60015,"Expected {0} values in each row, but got {1}","Quantity of the columns and rows are different in the document you've tried to upload, please check your file for validity."
60016,Dictionary record should contain column values,"Dictionary record doesn't contain column value in request. Please check your request, compare with documentation and send again"
60017,Cannot change dictionary access to official,Dictionary access level cannot be changed to the official access level. Only system user can change access level to official
60018,This file format is not supported,"Entered file format is not supported yes. Supported file formats: CSV, XLS"
60019,Dictionary is locked,Dictionary is locked for updating. Updating can take some time. During updating process dictionary cannot be changed
60020,Column name cannot be empty,Column name is required and cannot be empty. Please set column name
60021,Column name length exceeded limit,Column name length is higher than maximum allowed. Limit is 64 symbols.
60022,Column order should be >= 0,Column order cannot be less or equal 0. Please enter positive value of the order
60023,Column value length exceeded limit,Record value length is higher than maximum allowed. Limit is 256 symbols.
60024,Empty dictionary UUID,Required dictionary UUID parameter if empty in request. Please enter valid dictionary UUID
60025,"Dictionary record not found by value '{0}' in column {1}",There is no record with such value in dictionary
60026,Cannot delete last column,Dictionary should have at least one column. Last column cannot be deleted from the dictionary.
60027,No access to dictionary,No access to dictionary
60028,Filter operation unknown,Filter operation unknown
60029,Filter value is null,Filter operation unknown
60030,Export task do not match,"Dictionary export task don't match"
60031,Dictionary column width must be greater or equal to 140,Dictionary column width must be greater or equal to 140
**INTEGRATION**,,
80001,Integration rule {0} deleted,Integration rule with entered UUID has been deleted
80002,Integration rule {0} not found,Integration rule with entered UUID has was found or not exists
80003,Integration not found for mailbox {0},Integration configuration was not found for entered mailbox UUID
80004,Name pattern generates empty filename,We cannot generate a file name
80005,templateUuid does not match versionUuid,Template UUID does not match template version UUID. Please compare template and version UUIDs
80006,Protocol {0} not supported,"Entered protocol has not supported yet. Supported protocols: SFTP, FTPS, AS2, SOAP"
80007,Matching pattern source is required,Matching pattern source is required in this request
80008,Template UUID is required,Template UUID is required in this request
80009,Version UUID is required,Template version UUID is required in this request
80010,Conversion rule is required,Conversion rule is required in this request
80011,Naming pattern rule is required,Naming pattern rule is required in this request
80012,Source is required,Source is required in this request
**PERMISSIONS**,,
90002,You do not have enough privilege for account {0},User does not have enough permissions to do this action. Please ask your system administrator to give permissions
90003,You do not have enough privilege for mailbox {0},User does not have enough permissions to do this action. Please ask your system administrator to give permissions
90004,Guest user has no access to any mailbox,User does not have access to any mailbox. Please add access to any mailbox or login by user who has accesses
90005,Cannot do with system account,User does not have enough privileges to modify system data
90006,Cannot do with system mailbox,User does not have enough privileges to modify system data
90007,Mailbox has no access to label,Mailbox does not have access to the label
90008,No access to dictionary {0},Dictionary is inaccessible for you. Ask dictionary owner to update access level
90009,No access to template {0},Template is inaccessible for you. Ask template owner to update access level
90010,No access to parent category,Parent category is inaccessible for you. Ask category owner to update access level
90011,No access to category,Category is inaccessible for you. Ask category owner to update access level
90012,No access to notification,Notification is inaccessible for you
90013,No access to mailbox {0},User does not have access to this mailbox. Ask your system administrator to give permissions
90014,No access to mailbox {0}. Missed permissions: {1},User does not have access particular functionality of this mailbox. Ask your system administrator to give permissions. Missed permissions you can find in the error message
90015,No access to envelope {0},User does not have access to this envelope. Only users who included to the processing flow can watch envelopes
90017,Envelope role forbidden to change data,Envelope role cannot change data in the envelope. If you want to change data in the envelope set respective role on the template
90018,No access to account {0},User does not have access to this account. Ask your system administrator to give permissions
90019,Mailbox header does not match to mailbox UUID,Please check that entity belongs to current mailbox
90022,No access to import task,User does not have access to the import task
90026,No access to attachment,Attachment is inaccessible for you
90030,Cannot revoke last owner,You cannot revoke last owner of the entity
90031,Not a scenario owner,User is not a scenario owner
90032,No access to scenario,No read access to scenario
90033,Only the author is allowed to change the comment,No write access to comment message
**SCENARIOS**,,
100001,Scenario name cannot be empty,Scenario name cannot be empty or NULL
100002,Scenario description cannot be empty,Scenario description cannot be empty or NULL
100003,Scenario access level cannot be empty,"Scenario access level cannot be empty or NULL. Access can be fourth types: mailbox, account, pub and official"
100004,ID cannot be empty,Scenario step ID cannot be empty or NULL
100005,Scenario step name cannot be empty,Scenario step name cannot be empty or NULL
100006,Scenario step XSLT map cannot be empty,Scenario step XSLT map cannot be empty or NULL
100007,Steps is required,Scenario should have at least 1 step
100008,Scenario step template UUID cannot be empty,Scenario template uuid should not be empty
100009,Scenario step template version cannot be empty,Scenario template version should not be empty
100010,Save failed,Scenario save failed
100011,Scenario {0} not found,Scenario not found
100012,Scenario {0} deleted,Scenario deleted
100013,Cannot create or update scenario access to official,Scenario access level cannot be changed to the official access level. Only system user can change access level to official
100014,Step {0} not available at this stage,Step not available at this stage
100015,First step cannot have source template,First step cannot have source template
100016,Step destination cannot be empty,First step cannot have source template
100017,Step {0} source cannot be empty,Step source cannot be empty
100018,Step {0} destination does not match,Step destination do not match with result
100019,Duplicated step ID {0},Duplicated step id
100020,Step {0} source does not match with any previous destination,Please check the order of steps
100021,Scenario name length cannot be more than 256,Scenario name cannot be more than 256
100022,Scenario description length cannot be more than 256,Scenario description cannot be more than 256
100023,Scenario step ID length cannot be more than 256,Scenario step id length cannot be more than 256
100024,Scenario step name length cannot be more than 256,Scenario step name length cannot be more than 256
100025,Scenario condition cannot be applied,"Scenario condition is wrong, please check XSLT mapping"
**EXTERNAL LINKS**,,
110001,Link name cannot be empty,Link name is required and cannot be empty. Please set link name
110002,Link name length exceeded maximum size,Link name size is higher than maximum allowed. Limit is 255 symbols.
110003,Link url cannot be empty,Link url cannot be empty
110004,Link order should be positive or zero,Link order should be positive or zero
110005,Link access level cannot be public,Link access level cannot be public
110006,Mailbox UUID required when link access level is mailbox,Mailbox UUID required when link access level is mailbox
110007,Link {0} not found,Link not found by UUID
110008,Link {0} for another account,Link does not belong to this account.
110009,Link has invalid URL,Link has invalid URL. Please fix
110010,Cannot use official link access,Cannot use official link access
**BILLING**,,
120001,Tariff {0} was not found in billing system,Tariff not found for the account
120002,Cannot change billing plan so often,You cannot change billing plan so often. Please try next day
120003,"You have reached the limit, consider upgrading your plan","You have reached the limit, consider upgrading your plan"
120004,"You have reached the limit ({0}), consider upgrading your plan","You have reached the limit, consider upgrading your plan"
120005,The action is not available in your billing plan. You may want to consider upgrading,"You have reached the limit, consider upgrading your plan"
120006,"This billing plan cannot be selected. Limit '{0}' is exceeded. The count is {1} in your account but must be no more than {2}",Select another tariff or modify your account
